date, pm25, pm10, o3, no2
2019-08-13,33,18,59,14
2019-08-14,45,18,61,14
2019-08-15,46,19,78,13
2019-08-16,49,18,73,15
2019-08-17,42,24,84,14
2019-08-18,55,24,70,13
2019-08-19,64,17,28,12
2019-08-20,40,20,60,13
2019-08-21,37,16,39,13
2019-08-22,38,22,42,18
2019-08-23,54,29,43,23
2019-08-24,73,20,73,16
2019-08-25,57,21,72,11
2019-08-26,61,27,73,20
2019-08-27,69,21,64,15
2019-08-28,57,26,55,14
2019-08-29,60,26,73,17
2019-08-30,58,18,70,15
2019-08-31,40,21,65,12
2019-09-01,45,23,68,12
2019-09-02,48,26,42,15
2019-09-03,54,21,53,15
2019-09-04,48,23,50,17
2019-09-05,54,28,59,22
2019-09-06,66,27,70,17
2019-09-07,67,26,49,16
2019-09-08,67,19,70,16
2019-09-09,50,22,56,19
2019-09-10,50,27,52,20
2019-09-11,68,18,48,16
2019-09-12,46,20,37,17
2019-09-13,49,18,21,18
2019-09-14,43,12,28,13
2019-09-15,28,13,71,10
2019-09-16,36,26,65,11
2019-09-17,69,22,80,16
2019-09-18,60,11,23,14
2019-09-19,28,17,35,19
2019-09-20,48,25,72,20
2019-09-21,63,21,65,16
2019-09-22,53,21,68,11
2019-09-23,55,30,72,22
2019-09-24,66,31,86,19
2019-09-25,72,30,64,21
2019-09-26,79,27,70,20
2019-09-27,68,22,70,17
2019-09-28,52,21,55,15
2019-09-29,53,7,15,8
2019-09-30,19,11,28,15
2019-10-01,27,16,46,18
2019-04-02,82,37,71,17
2019-04-03,74,38,60,18
2019-04-04,75,36,86,14
2019-04-05,79,42,60,16
2019-04-06,84,40,57,16
2019-04-07,82,34,65,8
2019-04-08,73,35,71,18
2019-04-09,81,26,56,14
2019-04-10,62,36,108,16
2019-04-11,69,40,83,17
2019-04-12,68,41,67,18
2019-04-13,67,35,71,17
2019-04-14,57,54,117,15
2019-04-15,116,55,106,17
2019-04-16,110,49,109,19
2019-04-17,99,47,93,16
2019-04-18,91,37,48,12
2019-04-19,72,39,87,8
2019-04-20,66,34,90,12
2019-04-21,60,34,100,11
2019-04-22,66,44,96,17
2019-04-23,82,45,79,21
2019-04-24,87,48,75,20
2019-04-25,95,45,87,16
2019-04-26,92,48,110,17
2019-04-27,96,47,85,17
2019-04-28,101,47,97,14
2019-04-29,102,48,90,24
2019-04-30,107,37,88,17
2019-05-01,80,21,7,28
2019-05-02,52,33,59,14
2019-05-03,48,39,59,23
2019-05-04,79,44,68,19
2019-05-05,95,45,69,14
2019-05-06,102,46,58,12
2019-05-07,95,35,55,16
2019-05-08,73,39,53,13
2019-05-09,69,41,50,13
2019-05-10,74, ,80,14
2019-05-14,154,57,90,23
2019-05-15,135,71,103,16
2019-05-16,154,68,86,23
2019-05-17,155,43,70,18
2019-05-18,105,31,77,14
2019-05-19,72,36,88,12
2019-05-20,79,43,105,18
2019-05-21,91,48,119,18
2019-05-22,101,31,102,19
2019-05-23,68,46,79,20
2019-05-24,90,43,90,16
2019-05-25,97,39,91,12
2019-05-26,84,28,81,9
2019-05-27,60,35,38,22
2019-05-28,74, , , 
2019-06-06,40,16,71,21
2019-06-07,45,17,71,21
2019-06-08,46,19,71,17
2019-06-09,48,16,77,8
2019-06-10,42,21,50,12
2019-06-11,42,16,49,10
2019-06-12,38,25,62,16
2019-06-13,52,17,47,14
2019-06-14,40,19,61,16
2019-06-15,44,23,84,13
2019-06-16,57,25,91,14
2019-06-17,63,27,83,13
2019-06-18,61,23,75,14
2019-06-19,55,26,55,19
2019-06-20,67,33,107,22
2019-06-21,81, ,62,16
2019-06-26,39,24,64,20
2019-06-27,58,18,46,16
2019-06-28,42,16,48,13
2019-06-29,39, ,22,9
