date, pm25, pm10, o3, no2
2018-12-09,63,47,33,22
2018-12-10,75,47,27,21
2018-12-11,84,59,25,28
2018-12-12,109,75,48,29
2018-12-13,125,47,28,25
2018-12-14,68,54,35,25
2018-12-15,73,63,38,29
2018-12-16,117,61,45,31
2018-12-17,101,68,50,38
2018-12-18,109,86,56,40
2018-12-19,131,41,28,20
2018-12-20,55,59,33,27
2018-12-21,74,71,33,37
2018-12-22,96,80,48,42
2018-12-23,118,77,66,36
2018-12-24,121,59,52,34
2018-12-25,106,103,70,29
2018-12-26,156,60,33,30
2018-12-27,94,53,27,22
2018-12-28,63,55,26,27
2018-12-29,78,65,35,30
2018-12-30,93,64,24,24
2018-12-31,101, , , 
2018-07-03,73,40,36,16
2018-07-04,72,51,48,20
2018-07-05,94,38,27,12
2018-07-06,57,23,21,10
2018-07-07,40,17,33,14
2018-07-08,30,24,31,17
2018-07-09,56,45,34,19
2018-07-10,78,31,32,14
2018-07-11,59,31,41,22
2018-07-12,59,33,32,17
2018-07-13,68,39,35,14
2018-07-14,64,27,31,26
2018-07-15,64,44,1,19
2018-07-16,81, , , 
2018-08-08,62,32,40,19
2018-08-09,67,33,42,17
2018-08-10,66,25,38,20
2018-08-11,63,29,51,19
2018-08-12,72,19,29,20
2018-08-13,50,34,42,29
2018-08-14,80,41,57,20
2018-08-15,84,31,37,20
2018-08-16,68,35,38,23
2018-08-17,76,32,42,18
2018-08-18,64,29,30,18
2018-08-19,56,19,46,13
2018-08-20,42,28,30,15
2018-08-21,53,23,26,20
2018-08-22,43,24,26,14
2018-08-23,39,28,31,15
2018-08-24,51,33,38,19
2018-08-25,59,32,36,15
2018-08-26,62,19,36,11
2018-08-27,44,22,33,15
2018-08-28,43,20,42,18
2018-08-29,46,27,31,20
2018-08-30,61,21,37,13
2018-08-31,41,26,49,17
2018-09-01,58,15,12,17
2018-09-02,33, , , 
2018-09-04,68,36,42,16
2018-09-05,67,23,18,17
2018-09-06,42,21,28,19
2018-09-07,46,32,42,17
2018-09-08,66,25,43,18
2018-09-09,61,29,32,15
2018-09-10,53,38,43,19
2018-09-11,100, ,28,22
2018-09-13,61,23,26,23
2018-09-14,60,25,35,17
2018-09-15,52,19,36,15
2018-09-16,39,21,32,14
2018-09-17,52,1,31,24
2018-09-21,73,36,46,18
2018-09-22,66,29,31,15
2018-09-23,68,19,22,14
2018-09-24,47,29,31,16
2018-09-25,61,28,34,18
2018-09-26,56,31,30,18
2018-09-27,62,28,30,17
2018-09-28,60,28,29,15
2018-09-29,55,28,28,15
2018-09-30,58,16,24,10
2018-10-01,35,21,10, 
2018-04-02,54,47,69,24
2018-04-03,72,66,68,25
2018-04-04,89,53,56,20
2018-04-05,80,45,81,19
2018-04-06,85,49,54,32
2018-04-07,100,55,77,30
2018-04-08,100,48,64,22
2018-04-09,86,47,62,25
2018-04-10,82,49,49,22
2018-04-11,76,34,49,19
2018-04-12,57,39,7,30
2018-04-13,78,42,64,23
2018-04-14,76,36,48,19
2018-04-15,65,63,55,17
2018-04-16,114,44,51,18
2018-04-17,60,56,76,25
2018-04-18,76,64,55,25
2018-04-19,77,56,49,25
2018-04-20,68,44,61,15
2018-04-21,69,56,69,17
2018-04-22,83,45,71,19
2018-04-23,82,40,56,19
2018-04-24,81,45,49,23
2018-04-25,80,40,52,25
2018-04-26,77,52,62,22
2018-04-27,104,44,69,22
2018-04-28,88,47,57,21
2018-04-29,87,40,76,19
2018-04-30,84,53,53,22
2018-05-01,85,36,46,18
2018-05-02,55,38,35,23
2018-05-03,72,36,60,20
2018-05-04,67,46,52,29
2018-05-05,94,25,33,16
2018-05-06,57,17,29,11
2018-05-07,42,24,33,10
2018-05-08,38,35,14,24
2018-05-09,74,33,54,19
2018-05-10,74,35,61,19
2018-05-11,62,41,52,23
2018-05-12,70,40,71,21
2018-05-13,75,43,75,20
2018-05-14,87,48,51,17
2018-05-15,89,46,49,17
2018-05-16,72,39,40,17
2018-05-17,69,44,46,16
2018-05-18,75,48,49,22
2018-05-19,73,63,63,25
2018-05-20,105,31,58,17
2018-05-21,71,45,51,22
2018-05-22,88,51,54,24
2018-05-23,95,47,59,24
2018-05-24,89,42,51,18
2018-05-25,71,41,39,18
2018-05-26,64,42,52,18
2018-05-27,66,36,60,19
2018-05-28,66,44,46,25
2018-05-29,69,48,41,25
2018-05-30,83,10,39,23
2018-05-31,13, ,36,25
2018-06-09,45,29,37,15
2018-06-10,57,33,46,15
2018-06-11,67,33,41,18
2018-06-12,60,47,32,26
2018-06-13,100,19,19,20
2018-06-14,51,21,21,23
2018-06-15,60,33,36,26
2018-06-16,83,21,32,12
2018-06-17,50,13,24,8
2018-06-18,28,14,13,13
2018-06-19,34,20,32,14
2018-06-20,41,23,27,16
2018-06-21,42,29,23,19
2018-06-22,62,15,25,12
2018-06-23,27, , , 
2018-06-26,49,28,36, 
2018-06-27,69,34,44,20
2018-06-28,70,26,43,20
2018-06-29,61,42,15,23
2018-06-30,84, , , 
2018-01-10,93,94,62,40
2018-01-11,124, ,56,44
2018-01-16,103,80,39,32
2018-01-17,102,61,48,28
2018-01-18,80,59,57,33
2018-01-19,88,72,55,38
2018-01-20,102,75,48,33
2018-01-21,103,56,47,27
2018-01-22,89,60,52,28
2018-01-23,82,64,53,25
2018-01-24,104,46,32,21
2018-01-25,71,25,33,18
2018-01-26,44,44,43,24
2018-01-27,79,45,40,26
2018-01-28,82,22,21,12
2018-01-29,46,22,26,11
2018-01-30,25,35,36,19
2018-01-31,48,41,16,26
2018-02-01,63,60,24,27
2018-02-02,93,55,38,14
2018-02-03,68,54,48,24
2018-02-04,101,55,59,27
2018-02-05,97,50,67,26
2018-02-06,89,65,67,28
2018-02-07,102,70,52,25
2018-02-08,101,39,36,13
2018-02-09,58,41,25,24
2018-02-10,72,32,35,23
2018-02-11,65,42,33,20
2018-02-12,75,41,43,21
2018-02-13,75,60,49,21
2018-02-14,110,41,46,16
2018-02-15,59,58,69,20
2018-02-16,95,73,69,28
2018-02-17,98,65,50,27
2018-02-18,93,51,63,24
2018-02-19,91,40,30,19
2018-02-20,72, , , 
2018-02-22,89,61, , 
2018-02-23,99,57, , 
2018-02-24,90,67, , 
2018-02-25,114,31, , 
2018-02-26,68,38, , 
2018-02-27,73,54, , 
2018-02-28,101,60, , 
2018-03-01,95,72, , 
2018-03-02,104,51, , 
2018-03-03,79,53, ,20
2018-03-04,76,52, ,20
2018-03-05,76,57, ,24
2018-03-06,85,77, ,29
2018-03-07,100,51, ,22
2018-03-08,101, , , 
2018-03-10,91,52,71,29
2018-03-11,93,46,53,22
2018-03-12,71,44,67,16
2018-03-13,64,49,66,25
2018-03-14,77,58,72,31
2018-03-15,102,46,38,30
2018-03-16,80,55,49,27
2018-03-17,91,55,52,29
2018-03-18,86,51,51,26
2018-03-19,87,44,48,22
2018-03-20,72,62,57,26
2018-03-21,76,55,53,18
2018-03-22,88,53,24,25
2018-03-23,81,45,38,17
2018-03-24,58,50,30,21
2018-03-25,52,45,53,19
2018-03-26,64,54,64,23
2018-03-27,80,58,63,22
2018-03-28,93,66,42,22
2018-03-29,77,47,57,18
2018-03-30,69,36,41,11
2018-03-31,49,30,45,15
2018-04-01,51,34,47,16
2017-10-02,29,13,26,14
2017-10-03,28,20,22,15
2017-10-04,36,22,18,12
2017-10-05,34,17,25,12
2017-10-06,20,23,29,13
2017-10-07,44,47,54,22
2017-10-08,68,33,45,19
2017-10-09,66,29,49,21
2017-10-10,60,26,30,17
2017-10-11,43,20,23,15
2017-10-12,38,19,22,14
2017-10-13,38, , , 
2017-10-15,41,28,41,13
2017-10-16,63,14,23,11
2017-10-17,31,20,29,15
2017-10-18,34,43,43,18
2017-10-19,70,47,45,25
2017-10-20,86,52,51,27
2017-10-21,75,62,62,27
2017-10-22,84,44,35,21
2017-10-23,55,22,26,14
2017-10-24,36,25,23,14
2017-10-25,42,23,34,14
2017-10-26,30,47,55,30
2017-10-27,69,61,52,29
2017-10-28,93,43,67,18
2017-10-29,65,48,75,23
2017-10-30,85,51,34,28
