date, pm25, pm10, o3, no2
2017-11-19,81,32,25,19
2017-11-20,53,54,30,31
2017-11-21,87,61,8,46
2017-11-22,89,48,35,24
2017-11-23,53,52,37,35
2017-11-24,78,74,47,63
2017-11-25,121,70,55,52
2017-11-26,116,50,30,33
2017-11-27,71,42,34,37
2017-11-28,63,62,42,47
2017-11-29,97,69,33,49
2017-11-30,93,42,29,37
2017-12-01,74, ,31,47
2017-12-06,105,64,32,51
2017-12-07,93,63,29,35
2017-12-08,80,40,20,28
2017-12-09,47,47,26,33
2017-12-10,59,40,30,32
2017-12-11,57,66,28,60
2017-12-12,115,68,26,46
2017-12-13,102,60,31,57
2017-12-14,100,88,4,72
2017-12-15,126,61,38,47
2017-12-16,72,31,29,18
2017-12-17,43,14,35,39
2017-12-18,29, ,48,48
2017-12-20,62,60,48,40
2017-12-21,100, , , 
2017-07-02,65,27,45,23
2017-07-03,62,32,42,24
2017-07-04,71,32,27,34
2017-07-05,75,35,31,36
2017-07-06,72,32,31,25
2017-07-07,60,28,21,23
2017-07-08,56,20,15,21
2017-07-09,49,26,19,22
2017-07-10,64,29,23,34
2017-07-11,70,36,25,42
2017-07-12,83,47,42,41
2017-07-13,106,46,62,33
2017-07-14,99,51,42,25
2017-07-15,94,52,42,21
